Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score
2,97,78,1,5,High,Good,Private,Yes,High,Low,School,4.0,5,Positive,Medium,No,4,Good,78
7,47,46,4,7,Low,Average,Private,No,Medium,High,School,19.0,3,Positive,Medium,No,2,Poor,53
10,68,92,0,8,Low,Poor,Private,No,Low,Low,School,,3,Negative,Medium,No,3,Poor,94
3,78,84,3,7,Medium,Average,Public,Yes,Medium,High,Postgraduate,29.0,6,Neutral,Low,No,4,Average,73
7,67,52,1,6,Medium,Average,Public,No,High,Low,Graduate,28.0,3,Negative,High,Yes,3,Poor,65
10,45,63,1,3,Low,Average,Public,No,Low,High,Postgraduate,29.0,2,Neutral,Low,No,5,Poor,63
9,55,98,1,3,Medium,Good,Private,No,Medium,Medium,Graduate,19.0,3,Neutral,Medium,No,2,Poor,84
4,59,44,3,8,Low,Average,Private,Yes,Low,High,,19.0,1,Positive,High,No,3,Good,52
1,55,76,0,3,High,Average,Public,Yes,Low,Low,Postgraduate,,1,Positive,High,No,5,Poor,61
2,46,32,4,5,Medium,Poor,Public,No,Low,Low,Graduate,23.0,4,Negative,Low,No,1,Poor,40
1,80,57,1,8,Medium,Poor,Private,No,High,High,Graduate,13.0,3,Positive,Medium,No,4,Poor,57
5,53,32,1,3,Low,Good,Public,Yes,Medium,Medium,Graduate,21.0,3,Positive,Medium,No,1,Good,49
5,82,33,0,7,Low,,Private,Yes,Low,High,School,25.0,5,Negative,Medium,No,4,Poor,60
11,65,60,1,6,High,Good,Public,Yes,Medium,Medium,School,2.0,1,Negative,High,No,2,Poor,79
7,65,74,1,4,Medium,Average,Public,Yes,High,High,School,,1,Negative,Medium,No,3,Poor,71
9,53,88,3,6,Low,Good,Public,No,Low,Medium,School,,0,Neutral,Low,Yes,1,Good,86
9,46,74,2,3,High,Average,Public,Yes,Low,High,Postgraduate,18.0,0,Neutral,High,Yes,1,Average,74
3,72,66,0,8,Low,Poor,Private,Yes,Low,High,Postgraduate,27.0,4,Neutral,Low,No,3,Average,73
3,65,94,0,9,Low,Good,Private,Yes,Medium,Medium,Postgraduate,16.0,1,Negative,High,Yes,3,Average,79
3,96,38,0,3,High,Poor,Private,Yes,Medium,Medium,School,,4,Positive,Low,No,5,Poor,58
4,84,46,3,7,High,,Public,Yes,Low,High,Postgraduate,4.0,3,Neutral,Medium,Yes,4,Good,68
8,59,94,3,6,High,Good,Private,No,Medium,Low,School,1.0,3,Positive,High,No,5,Average,91
6,42,32,4,9,High,Poor,Public,No,Medium,Medium,School,26.0,1,Neutral,Low,Yes,1,Good,49
8,91,55,3,7,High,Poor,Private,No,Low,Low,Graduate,3.0,2,Positive,High,Yes,3,Good,80
1,43,82,0,7,High,Poor,Public,Yes,Low,Low,Graduate,12.0,4,Neutral,High,Yes,2,Poor,62
8,65,60,4,4,Medium,Average,Private,Yes,Low,Low,School,23.0,2,Positive,Medium,No,1,Poor,69
4,50,55,2,7,High,Good,Private,No,High,Low,Graduate,,3,Neutral,High,Yes,1,Good,58
11,41,52,1,9,Medium,Poor,Public,Yes,Low,High,Graduate,3.0,5,Neutral,Low,Yes,4,Average,64
1,53,59,1,7,Low,Average,Private,Yes,Low,Medium,Graduate,,6,Neutral,High,No,5,Good,53
8,83,39,4,4,Low,Average,Public,Yes,Low,High,Graduate,18.0,4,Negative,Low,Yes,4,Average,60
4,69,93,2,5,High,Average,Public,Yes,Low,High,Postgraduate,24.0,3,Neutral,Medium,Yes,1,Good,84
6,88,51,1,9,Low,Good,Public,Yes,Low,High,Graduate,4.0,0,Positive,High,No,3,Average,74
8,51,44,4,5,High,Average,Private,Yes,Low,High,School,29.0,1,Positive,Low,No,2,Average,59
4,65,85,3,9,High,Average,Private,No,Low,High,Graduate,17.0,0,Neutral,High,No,4,Good,78
3,83,49,0,8,Medium,Good,Private,Yes,Low,Medium,Graduate,12.0,6,Positive,High,Yes,1,Good,66
9,72,76,2,4,Low,Good,Private,No,High,High,Postgraduate,20.0,6,Neutral,Medium,Yes,5,Good,85
3,52,82,1,8,High,Average,Private,Yes,Medium,High,,8.0,4,Positive,High,Yes,4,Good,68
9,53,82,0,8,Low,Average,Public,Yes,High,High,Postgraduate,25.0,0,Neutral,High,Yes,1,Good,78
2,63,30,4,7,Medium,Poor,Private,Yes,High,Low,,17.0,5,Neutral,Medium,Yes,5,Average,48
2,73,31,1,8,Low,Good,Private,Yes,Low,High,School,14.0,6,Positive,High,No,5,Average,51
2,83,87,0,3,Medium,Good,Private,No,Low,Medium,Postgraduate,,4,Neutral,Medium,Yes,2,Good,72
6,65,48,3,9,Medium,Poor,Public,Yes,Low,Medium,Graduate,20.0,2,Positive,High,No,3,Average,66
3,60,91,2,6,Medium,Average,Public,No,Low,Medium,Graduate,11.0,1,Neutral,Low,Yes,2,Average,72
9,67,41,4,3,High,,Public,No,Medium,Low,Graduate,8.0,2,Positive,Low,No,5,Average,63
4,87,55,1,3,High,Average,Public,No,Medium,Medium,,,5,Negative,Low,Yes,4,Average,70
1,75,56,3,7,Low,Average,Private,No,High,Low,Graduate,21.0,3,Neutral,Medium,Yes,3,Average,58
4,79,58,2,6,High,Poor,Public,Yes,Medium,Medium,Postgraduate,17.0,6,Neutral,Medium,Yes,5,Average,66
1,41,44,2,8,High,Good,Private,No,High,Low,Graduate,20.0,1,Neutral,Medium,No,3,Good,44
5,81,75,3,6,Low,Good,Private,Yes,Low,Medium,School,28.0,0,Negative,Medium,No,4,Average,77
4,48,30,1,8,Medium,Average,Private,No,High,High,School,18.0,4,Neutral,Medium,No,1,Good,50
8,62,89,2,5,Medium,Poor,Public,No,High,Medium,Graduate,29.0,1,Negative,Medium,No,1,Poor,85
8,54,86,4,4,Low,Average,Private,No,Medium,Medium,Postgraduate,10.0,3,Negative,High,No,5,Average,75
7,52,32,0,7,High,Average,Public,Yes,High,Medium,Graduate,9.0,6,Negative,Low,Yes,5,Good,59
3,62,47,4,8,Low,Poor,Public,No,Low,High,,2.0,2,Positive,Medium,No,2,Average,51
1,56,81,2,8,Low,Poor,Public,Yes,Low,Low,Graduate,20.0,6,Positive,High,Yes,5,Poor,67
1,87,89,0,6,High,Good,Public,No,Low,Low,Postgraduate,3.0,3,Neutral,High,No,1,Good,86
11,99,63,3,7,Low,Good,Public,No,Low,High,,1.0,0,Negative,Medium,No,1,Poor,94
3,41,89,0,9,High,Average,Public,No,Medium,High,Postgraduate,28.0,4,Neutral,Low,No,2,Poor,67
6,59,55,0,8,High,Average,Public,Yes,High,Low,Postgraduate,,6,Positive,Medium,Yes,4,Poor,61
7,59,48,0,5,Low,Good,Private,Yes,High,Low,School,18.0,4,Neutral,Low,No,3,Average,74
6,98,51,2,3,Medium,Poor,Public,Yes,High,Low,,8.0,0,Negative,Low,Yes,1,Good,71
6,85,62,1,8,High,Average,Private,No,High,Low,Postgraduate,18.0,4,Negative,Medium,Yes,3,Average,77
6,42,67,2,6,Medium,Average,Public,No,Low,Low,School,1.0,1,Negative,Low,Yes,5,Average,68
3,94,64,1,9,High,Poor,Private,No,Medium,High,Postgraduate,22.0,1,Negative,Low,No,5,Poor,75
6,51,96,3,5,Medium,Average,Private,No,High,Low,School,17.0,0,Neutral,Low,No,4,Average,76
8,79,39,3,7,Low,Poor,Private,Yes,High,Low,Postgraduate,10.0,0,Negative,Medium,No,3,Good,68
11,41,44,3,8,High,,Private,No,Medium,Medium,Postgraduate,9.0,3,Positive,Low,Yes,1,Good,62
11,75,40,3,5,Low,Good,Public,Yes,High,High,Postgraduate,22.0,4,Negative,Low,No,2,Poor,73
2,53,53,3,5,Low,Good,Private,Yes,Medium,High,Postgraduate,10.0,6,Positive,High,No,1,Average,57
5,55,33,4,9,Low,,Public,Yes,High,Low,,22.0,5,Neutral,Medium,No,3,Average,50
1,58,42,2,5,High,Good,Public,No,Medium,Medium,Graduate,1.0,2,Neutral,Low,No,3,Poor,48
1,73,86,1,5,Low,Average,Public,Yes,High,Medium,Postgraduate,16.0,0,Neutral,Medium,No,1,Average,71
5,83,66,3,9,Low,,Private,Yes,Low,Low,Postgraduate,7.0,3,Neutral,Medium,No,1,Poor,74
3,85,77,4,9,High,Average,Public,Yes,High,Medium,Postgraduate,,0,Positive,High,Yes,4,Average,76
4,45,30,4,9,Low,Average,Private,No,Low,Low,Graduate,17.0,6,Positive,High,No,5,Good,49
3,52,89,4,5,High,,Public,Yes,Medium,High,Postgraduate,9.0,0,Negative,Low,Yes,4,Poor,69
1,75,41,2,5,Low,Average,Private,Yes,Low,Medium,School,15.0,1,Negative,Low,No,1,Poor,54
1,61,50,3,4,Medium,Average,Public,Yes,High,Low,Graduate,8.0,5,Neutral,Low,No,1,Average,51
5,57,40,4,7,Low,Good,Private,Yes,Low,Low,Graduate,4.0,4,Neutral,Medium,No,2,Good,55
6,51,73,4,3,Medium,Good,Private,Yes,Low,Low,Graduate,19.0,5,Positive,High,Yes,5,Good,75
3,91,87,3,7,High,Poor,Public,Yes,High,High,,2.0,0,Positive,High,Yes,2,Poor,85
9,98,73,2,6,Medium,Poor,Public,No,Medium,Medium,School,2.0,4,Neutral,Low,No,5,Poor,86
5,93,63,4,6,High,Average,Private,Yes,Low,High,Graduate,13.0,3,Neutral,High,Yes,5,Good,78
8,69,54,1,9,Low,,Private,No,High,High,School,,0,Positive,Medium,No,3,Average,73
1,92,33,0,7,Medium,,Private,No,Low,Medium,School,19.0,5,Positive,Low,No,5,Poor,48
5,90,93,0,5,Low,Good,Private,No,Medium,High,School,1.0,2,Positive,High,No,1,Average,88
3,79,45,0,4,Medium,Good,Private,No,Medium,Low,,28.0,5,Neutral,Low,Yes,5,Average,60
1,46,39,2,3,High,Average,Private,Yes,Medium,Medium,Postgraduate,26.0,1,Positive,Medium,Yes,4,Average,40
4,71,95,4,8,High,Average,Public,No,Low,High,Postgraduate,23.0,2,Positive,Medium,Yes,3,Good,84
5,87,64,0,8,High,Poor,Public,Yes,High,Medium,Graduate,15.0,1,Negative,Low,Yes,2,Average,77
7,58,35,0,5,High,Good,Private,Yes,Medium,High,Graduate,2.0,0,Positive,Low,Yes,5,Average,61
1,45,48,3,7,Low,Average,Public,Yes,High,Low,School,28.0,5,Negative,High,No,2,Poor,50
3,59,88,4,8,Low,Average,Private,No,Medium,High,,16.0,0,Negative,Medium,Yes,1,Poor,70
2,66,82,4,7,Low,Poor,Public,Yes,Low,Medium,Postgraduate,22.0,4,Neutral,Medium,No,2,Good,70
9,92,37,3,4,Low,Good,Private,Yes,Low,High,Postgraduate,28.0,1,Neutral,Low,Yes,5,Poor,74
10,82,39,4,4,Low,Good,Private,No,Medium,Low,Postgraduate,14.0,3,Neutral,High,Yes,2,Poor,68
6,76,96,1,9,High,Poor,Public,Yes,High,Low,Postgraduate,,2,Neutral,Low,Yes,1,Average,91
10,87,67,2,7,Low,Poor,Public,Yes,High,Low,School,11.0,5,Positive,Low,No,5,Good,77
3,46,58,3,9,Low,Poor,Public,Yes,Medium,High,Graduate,14.0,3,Positive,Low,No,2,Good,58
8,98,44,0,5,Low,Poor,Private,No,Low,Medium,Postgraduate,20.0,1,Positive,Medium,No,2,Poor,78
8,44,52,4,9,High,Good,Public,Yes,High,High,School,4.0,3,Negative,Low,Yes,1,Good,70
2,50,75,1,5,High,,Private,Yes,High,High,Graduate,17.0,1,Neutral,Low,Yes,4,Good,56
6,54,57,1,5,High,Poor,Public,Yes,Low,High,School,16.0,4,Positive,High,Yes,4,Poor,64
7,42,55,2,8,High,Average,Public,Yes,High,Medium,Postgraduate,27.0,4,Positive,Low,No,3,Good,64
2,97,39,1,3,Low,,Public,No,Medium,Low,Postgraduate,6.0,3,Neutral,High,No,1,Good,60
11,44,76,4,3,Low,Good,Private,No,Low,Low,Postgraduate,8.0,6,Negative,Low,No,4,Good,72
10,62,33,4,5,Medium,,Private,No,Medium,Low,Graduate,,6,Negative,Medium,Yes,2,Poor,58
2,92,84,1,7,Low,Poor,Public,Yes,Low,Medium,Postgraduate,13.0,3,Neutral,Low,Yes,1,Good,76
10,76,95,4,4,High,Average,Private,Yes,Medium,High,Graduate,26.0,5,Neutral,Medium,Yes,2,Average,95
1,48,96,4,9,High,,Private,Yes,Medium,High,School,4.0,6,Positive,Low,Yes,2,Average,68
8,54,36,0,6,Low,Average,Public,No,Medium,High,,16.0,1,Negative,Medium,Yes,3,Poor,53
1,42,84,3,4,Medium,Poor,Public,No,High,Medium,School,17.0,4,Neutral,Medium,No,3,Poor,54
9,68,60,4,4,High,Good,Public,Yes,High,High,Graduate,4.0,5,Negative,Low,Yes,5,Average,77
11,45,48,4,6,Medium,Good,Public,Yes,Medium,Medium,,16.0,3,Negative,High,No,1,Good,65
6,56,57,2,5,High,,Private,Yes,Medium,Low,,2.0,5,Positive,Medium,No,4,Poor,69
7,65,57,3,4,High,Average,Public,No,Low,Low,School,20.0,1,Positive,Medium,No,3,Poor,67
10,60,48,3,6,Low,Good,Private,Yes,High,Medium,Graduate,24.0,1,Neutral,Low,No,1,Good,65
7,47,49,3,9,High,Average,Public,No,Medium,Low,Graduate,13.0,3,Negative,High,Yes,3,Poor,62
10,60,42,1,8,Medium,Average,Public,No,High,Medium,School,3.0,2,Positive,Medium,Yes,4,Good,60
3,96,72,0,7,Medium,Poor,Public,Yes,Low,High,Graduate,28.0,5,Positive,Low,No,3,Poor,75
2,50,40,0,7,Low,Average,Public,Yes,Medium,Low,Graduate,29.0,0,Negative,Medium,No,5,Average,44
9,77,77,2,7,High,Good,Public,Yes,High,Low,School,,1,Negative,Low,No,1,Average,92
8,47,44,3,5,Medium,Poor,Public,No,Low,High,School,10.0,4,Negative,Low,No,1,Poor,55
10,81,46,3,4,Low,Good,Private,Yes,Medium,High,School,27.0,6,Negative,High,Yes,2,Good,74
7,63,83,4,4,Medium,Poor,Private,No,High,Medium,Graduate,,5,Positive,Low,Yes,5,Average,81
9,74,79,1,3,Low,Poor,Private,No,Low,Low,School,25.0,0,Positive,High,Yes,3,Average,80
4,94,57,1,7,Medium,Average,Private,Yes,Low,High,School,3.0,1,Neutral,Low,Yes,2,Poor,71
4,53,33,2,5,High,,Private,Yes,High,Low,School,1.0,5,Negative,Low,No,3,Average,51
1,94,51,0,6,Medium,Good,Private,No,Medium,Low,School,23.0,2,Neutral,Medium,Yes,5,Good,64
8,53,68,3,5,Medium,Average,Private,No,High,Low,,11.0,0,Positive,High,No,2,Good,65
3,49,63,2,4,Low,Poor,Public,Yes,Low,Low,Postgraduate,5.0,4,Negative,Medium,No,4,Average,52
7,51,73,1,9,Low,Average,Private,No,Low,Medium,Postgraduate,25.0,0,Neutral,High,Yes,1,Poor,66
2,77,71,1,9,Low,Good,Public,Yes,Medium,High,School,3.0,5,Neutral,High,Yes,5,Good,72
2,83,69,1,9,Medium,Poor,Private,Yes,High,Low,Graduate,11.0,6,Neutral,Medium,No,5,Good,73
7,94,41,3,7,Low,Good,Private,Yes,Medium,High,Postgraduate,1.0,3,Positive,High,Yes,3,Good,72
6,85,31,3,3,High,Average,Public,Yes,Medium,High,School,,1,Positive,High,No,4,Average,55
3,73,57,3,8,Low,Poor,Public,No,Low,Medium,Postgraduate,7.0,6,Neutral,Medium,Yes,4,Good,61
9,80,96,4,5,Low,Good,Public,Yes,High,Medium,Postgraduate,24.0,3,Positive,High,No,5,Good,90
10,49,39,0,3,High,Average,Public,Yes,High,Low,School,27.0,2,Positive,Medium,Yes,5,Average,56
6,97,86,1,9,Low,Average,Public,No,Low,Low,School,2.0,0,Neutral,Low,Yes,1,Average,86
10,56,66,1,4,Low,Good,Private,No,Low,Medium,Postgraduate,15.0,3,Neutral,Medium,No,4,Average,74
10,56,93,4,6,Medium,Poor,Public,Yes,High,High,School,18.0,2,Negative,High,Yes,5,Poor,85
6,42,69,1,5,Medium,Good,Public,Yes,Medium,High,Postgraduate,25.0,3,Neutral,Low,No,1,Poor,65
1,70,89,1,8,Low,Average,Public,No,Medium,Medium,Postgraduate,29.0,4,Negative,Low,No,3,Average,74
4,90,77,3,4,High,Good,Private,No,High,Low,Postgraduate,4.0,3,Negative,Low,Yes,4,Poor,81
10,40,48,3,7,Low,Average,Public,Yes,Medium,Low,Postgraduate,1.0,1,Neutral,Medium,Yes,2,Good,60
6,51,62,0,5,Low,,Public,No,Medium,Low,Graduate,9.0,5,Positive,Medium,No,2,Poor,65
6,78,73,1,3,Low,Good,Public,No,Low,Medium,Graduate,,3,Negative,Low,Yes,5,Poor,75
11,43,66,2,9,Medium,Poor,Private,No,Medium,Medium,School,22.0,3,Negative,High,No,5,Good,66
5,81,65,1,5,High,Good,Public,No,Low,High,Graduate,6.0,3,Negative,High,No,1,Average,72
1,52,50,1,4,High,Average,Private,Yes,Medium,Medium,Graduate,14.0,6,Positive,Low,Yes,5,Good,52
8,73,31,0,4,High,Poor,Private,Yes,High,Low,School,9.0,3,Positive,High,No,5,Good,60
5,81,60,2,9,Medium,Average,Public,Yes,Low,High,Postgraduate,2.0,3,Negative,High,Yes,1,Good,70
5,60,59,1,3,Medium,Good,Private,Yes,High,Low,Graduate,9.0,0,Positive,Medium,No,2,Average,56
7,61,73,2,8,Low,Average,Private,No,Low,Low,Graduate,13.0,0,Negative,High,Yes,1,Poor,75
4,96,41,3,4,Medium,Good,Private,No,Medium,High,Graduate,,5,Negative,Medium,Yes,4,Good,65
6,43,80,3,5,Low,,Private,No,High,Low,Graduate,20.0,6,Positive,Low,Yes,4,Good,63
4,57,78,2,9,Medium,Average,Private,No,Low,High,Postgraduate,29.0,4,Neutral,High,Yes,5,Poor,65
3,44,53,1,8,Low,Average,Private,Yes,High,Low,,25.0,0,Negative,High,Yes,5,Poor,51
7,58,53,2,3,Medium,Good,Public,Yes,High,Low,,23.0,2,Negative,Medium,Yes,2,Good,59
8,41,89,2,4,High,Good,Private,No,Medium,High,Graduate,12.0,1,Negative,Medium,No,2,Good,78
4,51,40,3,9,Low,Good,Private,Yes,Low,Low,Graduate,10.0,3,Negative,Low,Yes,3,Good,53
2,56,42,2,4,Medium,Poor,Public,Yes,Medium,Low,Graduate,28.0,3,Negative,Low,Yes,4,Poor,45
10,49,93,4,5,Medium,Average,Private,No,High,High,School,5.0,3,Positive,High,Yes,4,Good,81
3,73,49,4,4,Low,,Public,Yes,Low,High,Postgraduate,24.0,4,Positive,Medium,No,3,Average,61
1,45,57,3,9,Medium,Good,Public,Yes,High,High,School,12.0,4,Negative,Medium,No,3,Poor,56
8,47,31,1,5,High,Average,Private,No,High,Medium,Graduate,,2,Positive,High,Yes,4,Average,46
3,90,72,1,7,Low,Poor,Private,No,Low,Low,Graduate,1.0,6,Neutral,Medium,No,5,Poor,71
10,50,37,3,9,Low,Average,Private,No,High,High,School,23.0,3,Neutral,Medium,No,4,Good,57
7,96,42,1,8,Low,Good,Public,Yes,Low,Low,,4.0,4,Positive,Medium,Yes,3,Poor,75
10,51,64,0,5,Low,Average,Private,No,Low,High,Postgraduate,13.0,3,Positive,Medium,Yes,2,Poor,69
5,48,52,4,6,Low,,Public,No,Low,Low,Postgraduate,18.0,0,Negative,High,No,1,Good,57
10,41,75,0,4,High,Good,Private,Yes,High,Low,Postgraduate,2.0,3,Negative,Low,Yes,2,Poor,80
5,47,44,0,7,Low,Average,Private,Yes,Medium,High,School,11.0,2,Neutral,Low,Yes,2,Good,47
7,97,31,0,8,High,Average,Private,No,High,High,School,28.0,2,Positive,High,Yes,3,Good,73
9,50,90,3,3,High,Poor,Public,Yes,High,Medium,Postgraduate,25.0,4,Positive,Low,Yes,4,Poor,73
5,99,93,0,6,High,Good,Public,Yes,Low,High,School,22.0,3,Neutral,Medium,Yes,3,Average,93
1,92,81,2,3,Low,Good,Private,No,Medium,High,School,27.0,2,Neutral,High,No,3,Good,77
10,75,65,1,9,High,,Public,No,Low,High,Graduate,4.0,0,Positive,Low,Yes,5,Good,83
10,49,96,3,6,Low,,Private,Yes,High,Medium,School,18.0,6,Neutral,Medium,No,5,Good,86
1,60,98,2,7,High,Good,Public,No,Medium,Low,School,7.0,4,Positive,Low,No,1,Good,72
2,59,96,2,8,Low,Average,Public,Yes,Low,Medium,Postgraduate,9.0,0,Neutral,High,Yes,5,Average,77
6,87,76,4,7,Medium,Good,Private,Yes,High,Low,,2.0,2,Neutral,Low,No,1,Good,87
9,47,31,4,7,Medium,Average,Private,Yes,High,High,Postgraduate,4.0,5,Neutral,Low,No,2,Average,53
8,75,73,2,6,High,Poor,Public,Yes,Medium,High,Graduate,14.0,4,Negative,Low,Yes,2,Average,83
5,68,93,4,5,Medium,Good,Public,No,High,High,Graduate,17.0,3,Negative,High,Yes,3,Good,85
1,81,57,1,8,High,Poor,Public,Yes,High,Medium,School,1.0,5,Negative,Medium,Yes,2,Poor,69
7,51,83,1,3,High,Average,Private,No,High,Medium,School,3.0,1,Neutral,High,No,5,Average,72
5,53,96,4,5,High,Average,Private,Yes,High,High,Postgraduate,1.0,3,Negative,Low,Yes,5,Poor,74
6,87,65,0,5,Medium,Poor,Public,Yes,Medium,Medium,Graduate,20.0,6,Neutral,High,No,5,Good,74
7,93,92,2,4,High,,Private,No,High,High,Postgraduate,22.0,3,Negative,Low,No,4,Poor,83
3,89,54,1,9,Medium,,Public,No,High,Medium,School,29.0,0,Positive,Medium,No,5,Poor,66
10,60,77,4,3,Medium,Average,Private,Yes,High,High,Graduate,21.0,3,Neutral,Medium,No,3,Good,72
3,61,68,4,6,Low,Average,Private,Yes,Medium,Medium,School,25.0,1,Negative,Low,Yes,3,Poor,64
5,60,76,1,9,Medium,Average,Public,No,Medium,Low,,13.0,4,Negative,High,Yes,2,Good,71
6,83,50,1,4,Low,Average,Private,No,Low,High,Postgraduate,14.0,4,Neutral,Low,Yes,1,Poor,65
9,89,59,0,4,High,Average,Public,No,Medium,Medium,School,,5,Neutral,High,Yes,4,Average,84
5,69,60,4,9,High,Poor,Private,Yes,High,Medium,School,11.0,1,Neutral,High,Yes,1,Good,80
1,78,55,4,7,Low,Good,Public,No,Medium,High,Graduate,18.0,0,Neutral,Low,Yes,4,Poor,60
4,59,51,3,6,High,Good,Private,Yes,Medium,Medium,Postgraduate,2.0,5,Neutral,Medium,No,3,Average,60
5,63,50,0,5,Low,Good,Private,No,Medium,Low,Graduate,28.0,1,Neutral,Medium,No,3,Average,62
10,62,30,1,8,Low,Good,Private,No,High,Low,Graduate,3.0,4,Neutral,High,Yes,4,Poor,64
10,46,66,1,5,High,Poor,Public,No,Low,Medium,Graduate,4.0,5,Positive,Low,Yes,2,Poor,71
5,48,75,2,5,Low,Poor,Public,Yes,Low,High,School,9.0,1,Negative,Low,Yes,5,Poor,62
7,40,38,1,7,Low,Good,Private,No,Low,Medium,,11.0,0,Positive,Low,No,5,Average,54
4,65,46,4,5,Low,Average,Private,No,Low,Medium,,22.0,5,Neutral,Medium,No,1,Good,46
1,77,76,1,3,High,Good,Public,Yes,Medium,Low,Postgraduate,,3,Positive,Medium,No,3,Poor,70
5,77,88,4,5,High,,Public,No,Low,Medium,Graduate,25.0,3,Neutral,High,Yes,5,Average,83
7,93,83,4,5,High,Average,Private,Yes,Medium,High,Postgraduate,21.0,6,Negative,Medium,Yes,3,Poor,85
10,83,41,0,3,High,Poor,Private,Yes,Medium,Low,Postgraduate,25.0,4,Negative,Medium,No,3,Average,67
10,61,93,1,7,High,Average,Public,Yes,Low,Medium,School,9.0,6,Negative,Low,Yes,3,Poor,92
6,83,35,0,4,Medium,Poor,Public,No,High,High,School,17.0,0,Positive,Low,Yes,5,Poor,65
5,49,82,4,6,Medium,Good,Public,No,Low,Low,School,15.0,3,Negative,Medium,No,5,Poor,73
4,94,45,1,7,Low,Poor,Private,Yes,Low,High,Graduate,9.0,3,Neutral,High,Yes,5,Poor,61
2,97,34,1,5,Medium,Average,Private,Yes,Medium,High,School,7.0,3,Negative,Low,No,4,Poor,57
4,45,75,0,4,High,Average,Public,Yes,Medium,High,Postgraduate,27.0,2,Positive,High,No,5,Good,63
10,56,43,0,6,High,Average,Public,No,Low,Medium,School,8.0,3,Negative,Medium,No,3,Average,69
10,90,73,4,6,High,Good,Private,Yes,Low,Low,Graduate,3.0,2,Negative,Medium,Yes,3,Poor,95
3,89,92,4,6,Low,Poor,Private,Yes,High,Medium,School,1.0,1,Positive,Low,No,1,Poor,80
10,77,81,1,3,Low,Good,Private,No,High,Low,Postgraduate,4.0,4,Positive,Low,Yes,2,Poor,86
1,63,55,1,3,Low,Poor,Private,No,High,High,School,17.0,4,Positive,Low,Yes,4,Average,55
8,90,82,3,4,Low,Good,Public,Yes,Medium,High,,1.0,5,Neutral,Low,Yes,1,Average,88
5,49,58,3,5,Low,Good,Private,Yes,High,Medium,School,4.0,5,Negative,Medium,Yes,4,Good,57
4,95,48,2,9,Low,Average,Private,Yes,Medium,High,Graduate,8.0,2,Neutral,Medium,Yes,4,Average,71
8,47,76,4,4,Medium,Good,Private,Yes,Medium,High,Graduate,28.0,0,Neutral,Low,No,3,Poor,72
7,60,37,2,5,High,Good,Public,No,Low,High,Graduate,17.0,5,Positive,High,Yes,3,Average,57
2,95,52,2,7,Medium,Poor,Public,Yes,High,Low,,26.0,5,Neutral,Low,No,3,Poor,68
1,45,64,0,9,Low,Good,Public,No,Low,Low,Graduate,26.0,2,Negative,Low,Yes,3,Good,59
11,60,82,0,6,High,Average,Private,No,Low,Medium,School,12.0,6,Positive,Low,Yes,1,Good,85
4,96,87,3,6,High,Good,Private,Yes,Medium,Low,School,25.0,3,Neutral,High,No,2,Good,94
8,78,34,2,3,High,Poor,Private,No,High,High,Graduate,22.0,5,Negative,Low,Yes,2,Good,61
2,63,45,3,9,Medium,Poor,Private,Yes,Low,High,Graduate,16.0,6,Negative,Medium,No,1,Poor,56
3,72,46,4,7,High,Good,Public,No,Medium,High,School,,0,Negative,High,Yes,2,Average,59
1,98,61,1,8,Low,Good,Private,Yes,Low,Medium,Postgraduate,5.0,6,Neutral,Medium,No,5,Poor,75
1,57,81,0,7,Low,Poor,Public,No,High,High,School,25.0,4,Positive,High,No,5,Good,61
3,95,49,4,5,Medium,Average,Private,No,Medium,High,Graduate,25.0,1,Positive,High,Yes,5,Poor,64
11,67,95,4,7,Medium,Good,Private,Yes,High,Medium,School,25.0,1,Negative,Low,No,3,Good,95
5,96,30,0,9,Low,Average,Private,No,Low,Low,Graduate,13.0,2,Positive,Medium,Yes,5,Average,65
3,91,87,0,9,Medium,Average,Private,No,Medium,Low,School,13.0,5,Positive,High,No,4,Average,82
1,71,73,2,3,High,Good,Private,No,Low,Low,School,12.0,2,Positive,Medium,No,4,Good,69
1,51,35,3,5,Medium,Average,Private,No,Low,Medium,School,,2,Positive,High,Yes,1,Average,40
8,87,79,4,4,High,Poor,Public,No,High,Medium,Postgraduate,28.0,2,Neutral,Low,No,4,Average,88
10,81,49,2,5,High,Average,Public,No,Medium,High,School,12.0,6,Positive,High,Yes,1,Average,75
11,66,43,2,4,High,Poor,Public,No,Low,High,School,24.0,4,Positive,Medium,Yes,2,Average,66
2,49,34,4,8,High,Good,Public,No,High,Medium,Postgraduate,26.0,3,Neutral,Medium,Yes,4,Poor,47
3,85,70,4,5,High,Average,Public,No,High,Medium,,20.0,4,Positive,Medium,Yes,4,Average,77
2,96,69,1,6,Low,Poor,Private,Yes,Medium,High,Postgraduate,20.0,1,Positive,Medium,No,1,Poor,69
3,91,63,3,8,Low,Poor,Private,No,Low,High,Postgraduate,28.0,6,Positive,High,No,4,Good,67
7,81,74,4,4,Low,,Public,No,Medium,High,Postgraduate,23.0,1,Negative,High,No,1,Poor,79
